Equipment_Type,Temperature,Pressure,Vibration,Operating_Hours,Failure_Class
Pipeline,61.42,38.19,0.0,103220,Healthy
Cooling System,40.99,4.24,0.77,41845,Healthy
Distillation Column,209.76,3.3,0.0,75341,Healthy
Turbine,199.84,55.3,1.67,26965,Healthy
Generator,74.89,0.0,0.71,70882,Healthy
Cooling System,26.32,6.39,1.23,32038,Healthy
Distillation Column,358.97,8.62,0.0,265340,Failure
Compressor,75.51,31.69,2.44,32877,Healthy
Heat Exchanger,80.32,3.61,0.0,43976,Healthy
Instrumentation,108.83,9.9,0.0,63843,Warning
Pump,54.8,11.74,2.81,32685,Healthy
Heat Exchanger,163.11,4.76,0.0,40744,Healthy
Cooling System,59.95,8.58,0.66,130283,Critical
Pipeline,114.28,29.55,0.0,97748,Healthy
Valve,202.27,21.67,0.0,102741,Warning
Furnace,588.26,2.41,0.0,56613,Healthy
Generator,69.7,0.0,0.52,66370,Healthy
Motor,53.98,0.0,0.82,16829,Healthy
Compressor,63.7,16.52,3.24,29882,Healthy
Furnace,787.65,5.46,0.0,131574,Warning
Motor,36.99,0.0,1.68,26646,Healthy
Pump,105.6,22.14,0.6,117263,Critical
Cooling System,41.85,7.96,0.51,81260,Warning
Valve,233.16,48.4,0.0,176663,Critical
Generator,41.5,0.0,0.75,11846,Healthy
Boiler,184.5,62.27,0.0,60453,Healthy
Heat Exchanger,80.95,5.57,0.0,62101,Healthy
Pipeline,96.41,51.43,0.0,173206,Warning
Reactor,220.37,20.83,0.0,92837,Healthy
Compressor,88.09,31.12,2.68,50544,Healthy
Cooling System,21.1,4.58,1.52,62893,Healthy
Turbine,166.68,76.4,2.06,59394,Healthy
Distillation Column,338.45,7.09,0.0,173488,Critical
Reactor,424.83,77.85,0.0,218733,Critical
Cooling System,20.03,5.57,0.9,16041,Healthy
Instrumentation,63.94,0.71,0.0,10346,Healthy
Heat Exchanger,181.28,16.44,0.0,74656,Healthy
Valve,40.76,44.99,0.0,125387,Warning
Turbine,315.4,96.03,3.5,179716,Critical
Reactor,396.49,35.84,0.0,158581,Warning
Pipeline,20.21,30.67,0.0,108885,Healthy
Valve,43.37,30.4,0.0,63216,Healthy
Storage Tank,30.97,0.78,0.0,127844,Healthy
Generator,61.14,0.0,0.78,42622,Healthy
Pump,114.66,20.75,2.03,153322,Critical
Storage Tank,44.02,3.64,0.0,165182,Warning
Reactor,193.26,25.52,0.0,83652,Healthy
Pump,71.56,18.31,1.48,70218,Warning
Storage Tank,30.85,3.64,0.0,201254,Warning
Pump,69.61,12.87,0.73,15600,Healthy
Turbine,240.01,86.43,1.17,95875,Warning
Generator,98.21,0.0,0.8,101734,Warning
Valve,67.1,44.07,0.0,98979,Warning
Storage Tank,66.07,2.62,0.0,42587,Healthy
Turbine,290.95,37.11,1.34,24896,Healthy
Motor,88.1,0.0,2.7,95609,Critical
Pipeline,177.88,56.3,0.0,226426,Critical
Motor,58.93,0.0,1.99,37906,Healthy
Motor,38.99,0.0,1.73,41384,Healthy
Boiler,201.86,48.14,0.0,29128,Healthy
Motor,58.82,0.0,1.81,7506,Healthy
Pipeline,174.05,59.17,0.0,201151,Critical
Distillation Column,319.69,2.2,0.0,126524,Warning
Boiler,348.07,126.05,0.0,295471,Failure
Pipeline,192.33,60.39,0.0,295610,Failure
Reactor,230.44,30.57,0.0,82917,Healthy
Pump,58.02,7.51,2.72,57673,Healthy
Storage Tank,33.97,1.07,0.0,58592,Healthy
Valve,118.62,30.31,0.0,11671,Healthy
Storage Tank,40.1,1.87,0.0,78566,Healthy
Motor,89.96,0.0,2.73,106423,Critical
Pump,126.1,24.61,4.91,185702,Failure
Pipeline,175.17,55.56,0.0,207188,Critical
Compressor,102.07,28.84,3.32,60570,Healthy
Generator,55.58,0.0,1.03,48257,Healthy
Motor,36.88,0.0,0.57,7587,Healthy
Motor,64.44,0.0,1.22,27420,Healthy
Reactor,199.86,49.98,0.0,56606,Healthy
Compressor,99.36,40.97,2.99,50203,Healthy
Reactor,402.94,24.99,0.0,156541,Warning
Turbine,428.84,74.77,3.5,154485,Critical
Pump,68.17,20.01,3.71,150396,Critical
Storage Tank,62.24,1.04,0.0,101568,Healthy
Pipeline,182.86,60.32,0.0,303586,Failure
Turbine,316.91,84.97,1.44,126291,Warning
Turbine,223.51,33.84,1.13,55573,Healthy
Motor,53.1,0.0,1.51,41129,Healthy
Distillation Column,240.98,5.26,0.0,16571,Healthy
Distillation Column,349.39,8.51,0.0,246053,Failure
Compressor,126.85,29.54,2.65,35904,Healthy
Instrumentation,29.87,18.49,0.0,16621,Healthy
Reactor,185.13,43.08,0.0,75004,Healthy
Boiler,261.86,80.56,0.0,32871,Healthy
Generator,46.95,0.0,0.97,52764,Healthy
Instrumentation,117.4,36.13,0.0,79282,Critical
Instrumentation,111.22,39.43,0.0,80589,Critical
Instrumentation,84.12,5.53,0.0,27386,Healthy
Instrumentation,27.53,20.57,0.0,28395,Healthy
Pipeline,102.35,54.96,0.0,183686,Warning
Heat Exchanger,163.53,20.54,0.0,12628,Healthy
Compressor,160.29,50.84,1.49,115828,Critical
Reactor,317.92,29.42,0.0,76624,Healthy
Pump,72.05,11.66,1.93,15210,Healthy
Pipeline,24.55,46.38,0.0,78549,Healthy
Motor,87.98,0.0,2.99,88413,Critical
Pipeline,167.53,55.96,0.0,225766,Critical
Pipeline,50.38,54.59,0.0,184893,Warning
Boiler,232.97,73.87,0.0,42228,Healthy
Storage Tank,80.06,4.85,0.0,228917,Critical
Furnace,818.31,6.19,0.0,123799,Warning
Instrumentation,68.41,32.8,0.0,56663,Warning
Motor,100.08,0.0,3.13,125477,Failure
Pipeline,63.79,44.31,0.0,90369,Healthy
Heat Exchanger,244.75,25.18,0.0,161909,Critical
Storage Tank,72.19,2.24,0.0,221091,Warning
Compressor,161.15,56.03,2.62,107631,Critical
Reactor,273.56,47.28,0.0,59916,Healthy
Cooling System,46.3,4.55,1.01,54814,Healthy
Pump,64.92,10.79,2.54,31648,Healthy
Motor,71.57,0.0,1.26,14852,Healthy
Compressor,61.47,19.69,1.27,31970,Healthy
Storage Tank,58.86,1.29,0.0,112186,Healthy
Reactor,271.55,30.02,0.0,57236,Healthy
Cooling System,15.32,2.33,0.75,11040,Healthy
Pump,40.26,21.1,3.79,134003,Critical
Turbine,419.68,30.92,2.59,90959,Warning
Pipeline,88.32,43.32,0.0,37420,Healthy
Compressor,130.28,21.62,2.54,45758,Healthy
Motor,63.81,0.0,1.4,28849,Healthy
Furnace,692.08,2.89,0.0,49100,Healthy
Pump,68.03,12.2,2.52,64822,Healthy
Compressor,176.57,63.2,5.45,170524,Failure
Reactor,198.21,55.14,0.0,80579,Healthy
Generator,57.87,0.0,1.16,15640,Healthy
Turbine,237.11,85.04,1.08,133429,Warning
Boiler,166.15,59.09,0.0,78814,Healthy
Motor,71.14,0.0,1.35,13701,Healthy
Turbine,307.16,29.67,2.5,64275,Healthy
Distillation Column,292.86,3.1,0.0,146606,Warning
Distillation Column,227.93,1.57,0.0,13704,Healthy
Pump,40.03,10.94,1.67,39463,Healthy
Heat Exchanger,160.76,10.68,0.0,58120,Healthy
Pipeline,48.86,54.81,0.0,145194,Warning
Reactor,430.89,77.47,0.0,214211,Critical
Pipeline,148.85,39.68,0.0,147490,Warning
Storage Tank,79.91,3.32,0.0,179537,Warning
Reactor,348.35,30.01,0.0,47010,Healthy
Instrumentation,109.63,12.79,0.0,57889,Warning
Pump,72.48,5.15,1.78,40869,Healthy
Pipeline,183.4,62.66,0.0,295497,Failure
Storage Tank,79.38,0.26,0.0,221285,Warning
Turbine,420.02,96.73,2.46,172642,Critical
Cooling System,55.31,9.94,1.33,125239,Critical
Turbine,244.75,21.77,1.57,78131,Healthy
Heat Exchanger,95.89,10.8,0.0,19474,Healthy
Distillation Column,232.98,2.95,0.0,44765,Healthy
Generator,63.38,0.0,1.44,44132,Healthy
Valve,108.72,12.38,0.0,27220,Healthy
Heat Exchanger,173.43,12.29,0.0,29370,Healthy
Turbine,334.69,84.78,1.3,118609,Warning
Distillation Column,192.09,2.2,0.0,54774,Healthy
Motor,68.16,0.0,2.3,79908,Warning
Furnace,419.34,7.86,0.0,154168,Warning
Compressor,153.56,26.22,2.58,88642,Warning
Reactor,435.43,72.05,0.0,185356,Critical
Distillation Column,355.05,8.77,0.0,284517,Failure
Pipeline,154.72,44.44,0.0,187826,Warning
Instrumentation,60.35,34.95,0.0,50280,Warning
Heat Exchanger,231.09,27.08,0.0,179708,Critical
Valve,67.19,16.48,0.0,28872,Healthy
Valve,150.17,7.23,0.0,58801,Healthy
Generator,63.01,0.0,1.3,72511,Healthy
Pump,64.71,5.73,2.25,62170,Healthy
Furnace,362.04,4.51,0.0,57507,Healthy
Boiler,212.63,23.11,0.0,91101,Healthy
Distillation Column,157.43,2.71,0.0,83386,Healthy
Furnace,872.07,8.7,0.0,195237,Critical
Pump,80.75,11.94,2.95,19310,Healthy
Cooling System,46.28,3.64,1.18,55175,Healthy
Distillation Column,296.12,2.87,0.0,142096,Warning
Motor,53.63,0.0,1.56,29191,Healthy
Pipeline,181.9,63.8,0.0,330347,Failure
Distillation Column,265.74,2.97,0.0,35109,Healthy
Generator,75.72,0.0,1.49,24866,Healthy
Boiler,219.13,77.84,0.0,55033,Healthy
Distillation Column,193.26,1.9,0.0,57504,Healthy
Pipeline,40.05,29.29,0.0,114824,Healthy
Boiler,239.78,79.7,0.0,50834,Healthy
Boiler,343.23,105.9,0.0,176020,Critical
Generator,46.69,0.0,1.35,16804,Healthy
Heat Exchanger,85.83,11.99,0.0,86911,Healthy
Cooling System,64.23,10.56,2.08,180003,Failure
Motor,69.35,0.0,1.93,44293,Healthy
Motor,85.57,0.0,2.73,109525,Critical
Valve,152.45,42.8,0.0,97140,Warning
Turbine,353.62,74.42,1.83,58466,Healthy
Pump,42.56,15.92,2.2,13008,Healthy
Motor,43.31,0.0,1.56,27657,Healthy
Motor,56.16,0.0,0.96,29157,Healthy
Cooling System,29.92,2.25,0.61,39659,Healthy
Motor,55.43,0.0,0.56,40801,Healthy
Generator,103.57,0.0,2.26,169981,Critical
Instrumentation,39.0,17.45,0.0,19892,Healthy
Pump,85.33,10.97,2.84,68588,Healthy
Heat Exchanger,132.76,20.29,0.0,40748,Healthy
Valve,126.71,30.49,0.0,75020,Healthy
Pump,114.9,20.66,1.24,124776,Critical
Pipeline,57.55,54.38,0.0,191709,Warning
Pipeline,139.9,40.28,0.0,86867,Healthy
Furnace,620.32,4.57,0.0,90151,Healthy
Generator,48.27,0.0,1.49,18050,Healthy
Furnace,565.32,3.85,0.0,63164,Healthy
Motor,54.71,0.0,2.32,69969,Warning
Pump,44.79,10.0,1.4,45814,Healthy
Valve,91.17,32.84,0.0,12300,Healthy
Furnace,912.34,10.66,0.0,255355,Failure
Generator,66.59,0.0,0.71,16553,Healthy
Storage Tank,80.75,4.88,0.0,255517,Critical
Turbine,333.74,70.05,2.91,55639,Healthy
Distillation Column,179.51,4.91,0.0,62777,Healthy
Storage Tank,20.52,3.09,0.0,84124,Healthy
Reactor,447.06,83.27,0.0,239127,Failure
Furnace,835.29,4.94,0.0,118090,Warning
Furnace,784.39,6.28,0.0,110930,Warning
Pipeline,57.66,9.32,0.0,61703,Healthy
Generator,50.83,0.0,0.89,34054,Healthy
Cooling System,23.5,5.79,0.5,51015,Healthy
Storage Tank,87.3,4.07,0.0,253423,Critical
Storage Tank,51.82,0.55,0.0,23871,Healthy
Pump,76.12,13.42,2.16,10798,Healthy
Compressor,113.22,32.13,1.08,12641,Healthy
Instrumentation,26.4,6.03,0.0,5703,Healthy
Instrumentation,103.31,7.05,0.0,63011,Warning
Furnace,880.28,9.88,0.0,170948,Critical
Reactor,182.93,56.71,0.0,63335,Healthy
Reactor,406.97,20.44,0.0,126750,Warning
Pump,46.18,16.0,2.71,22941,Healthy
Furnace,531.17,5.63,0.0,26475,Healthy
Cooling System,17.07,2.85,1.16,52577,Healthy
Cooling System,25.4,4.41,0.82,28244,Healthy
Valve,67.94,22.29,0.0,18199,Healthy
Heat Exchanger,169.1,6.96,0.0,17165,Healthy
Turbine,337.52,69.23,2.25,50921,Healthy
Pipeline,47.54,28.18,0.0,55476,Healthy
Pump,63.3,9.78,1.75,19963,Healthy
Storage Tank,44.56,2.53,0.0,81140,Healthy
Turbine,204.85,28.69,1.2,19167,Healthy
Motor,52.68,0.0,1.96,49602,Healthy
Generator,53.11,0.0,0.52,83416,Healthy
Pipeline,194.75,64.16,0.0,324218,Failure
Boiler,196.84,45.22,0.0,28993,Healthy
Turbine,468.14,106.56,4.1,236717,Failure
Motor,82.94,0.0,0.73,64887,Warning
Cooling System,45.51,3.33,0.67,38823,Healthy
Valve,150.11,26.29,0.0,27122,Healthy
Reactor,393.52,50.29,0.0,148585,Warning
Pipeline,76.79,26.02,0.0,110011,Healthy
Generator,78.94,0.0,1.59,72897,Healthy
Generator,63.75,0.0,1.2,86901,Healthy
Heat Exchanger,112.57,23.84,0.0,117018,Warning
Valve,257.15,50.54,0.0,248223,Failure
Valve,262.3,54.44,0.0,241597,Failure
Pump,44.48,18.33,1.2,98693,Warning
Motor,53.61,0.0,1.59,39301,Healthy
Pump,85.72,13.11,0.78,44921,Healthy
Generator,57.08,0.0,0.58,52948,Healthy
Valve,142.19,7.76,0.0,57271,Healthy
Motor,88.45,0.0,2.81,98633,Critical
Valve,237.47,46.47,0.0,192063,Critical
Compressor,173.3,41.77,4.28,114093,Critical
Instrumentation,114.73,35.35,0.0,75588,Critical
Valve,86.37,24.18,0.0,55683,Healthy
Pump,108.3,9.26,3.95,118434,Critical
Turbine,164.18,29.97,1.12,60687,Healthy
Valve,63.25,2.62,0.0,67897,Healthy
Motor,52.9,0.0,1.69,24049,Healthy
Motor,49.73,0.0,2.45,68407,Warning
Boiler,188.75,94.35,0.0,154467,Warning
Distillation Column,354.88,8.2,0.0,293309,Failure
Compressor,76.3,30.61,1.06,12989,Healthy
Turbine,292.91,40.85,3.44,122025,Warning
Heat Exchanger,99.61,4.01,0.0,66107,Healthy
Storage Tank,37.4,0.14,0.0,80463,Healthy
Pump,46.33,12.36,2.37,9471,Healthy
Motor,57.75,0.0,2.31,84755,Warning
Boiler,265.68,31.19,0.0,52056,Healthy
Distillation Column,196.0,6.79,0.0,156235,Warning
Compressor,78.15,18.92,2.2,10313,Healthy
Heat Exchanger,265.93,32.97,0.0,206046,Failure
Distillation Column,163.46,4.54,0.0,74639,Healthy
Motor,44.65,0.0,1.6,34146,Healthy
Heat Exchanger,182.59,14.61,0.0,23081,Healthy
Reactor,188.44,28.21,0.0,58294,Healthy
Compressor,82.51,30.97,2.9,20900,Healthy
Heat Exchanger,184.84,3.41,0.0,71506,Healthy
Distillation Column,262.16,3.01,0.0,82965,Healthy
Distillation Column,147.58,4.15,0.0,18348,Healthy
Furnace,437.35,6.06,0.0,48945,Healthy
Heat Exchanger,248.02,31.07,0.0,244638,Failure
Cooling System,17.54,2.54,1.0,41090,Healthy
Pipeline,51.21,21.16,0.0,94688,Healthy
Heat Exchanger,90.91,10.95,0.0,24915,Healthy
Valve,243.35,47.21,0.0,142939,Critical
Pump,80.38,9.61,1.75,8951,Healthy
Distillation Column,267.02,3.01,0.0,83838,Healthy
Pipeline,45.99,11.12,0.0,79175,Healthy
Storage Tank,50.25,3.83,0.0,190187,Warning
Reactor,419.24,30.98,0.0,126063,Warning
Furnace,716.66,4.51,0.0,22193,Healthy
Distillation Column,223.42,5.2,0.0,34195,Healthy
Generator,72.24,0.0,1.87,136726,Warning
Cooling System,17.85,4.34,0.63,22538,Healthy
Compressor,167.91,54.53,2.46,110741,Critical
Cooling System,26.17,3.66,1.74,72047,Warning
Cooling System,35.87,9.2,1.81,127290,Critical
Valve,42.47,19.48,0.0,44291,Healthy
Generator,60.99,0.0,1.21,30779,Healthy
Distillation Column,174.7,5.84,0.0,37180,Healthy
Cooling System,40.1,4.56,1.51,45238,Healthy
Reactor,206.88,24.29,0.0,82835,Healthy
Cooling System,34.07,3.47,1.16,54279,Healthy
Distillation Column,215.58,3.7,0.0,81372,Healthy
Boiler,336.06,103.87,0.0,221321,Critical
Valve,149.48,7.19,0.0,67052,Healthy
Storage Tank,21.49,2.39,0.0,64139,Healthy
Distillation Column,128.97,3.53,0.0,64157,Healthy
Reactor,330.54,46.25,0.0,33693,Healthy
Generator,102.75,0.0,2.19,158008,Critical
Boiler,213.69,39.7,0.0,97839,Healthy
Boiler,334.41,111.95,0.0,175900,Critical
Cooling System,37.89,2.97,1.41,33426,Healthy
Heat Exchanger,240.17,29.59,0.0,194050,Critical
Distillation Column,165.8,2.09,0.0,30960,Healthy
Motor,39.14,0.0,1.07,6755,Healthy
Turbine,272.09,21.76,1.4,13212,Healthy
Instrumentation,53.96,6.02,0.0,41277,Healthy
Motor,36.12,0.0,1.57,48477,Healthy
Storage Tank,38.59,1.72,0.0,134260,Healthy
Generator,117.62,0.0,2.67,201048,Failure
Storage Tank,52.42,0.08,0.0,72246,Healthy
Generator,106.12,0.0,2.39,180725,Critical
Compressor,189.04,60.09,5.37,155577,Failure
Storage Tank,86.27,4.88,0.0,279078,Critical
Furnace,533.7,3.41,0.0,93797,Healthy
Furnace,435.39,3.22,0.0,42220,Healthy
Generator,60.36,0.0,1.15,80344,Healthy
Generator,44.64,0.0,1.32,79542,Healthy
Valve,168.34,20.05,0.0,43204,Healthy
Cooling System,36.82,2.21,0.55,39897,Healthy
Instrumentation,84.78,34.46,0.0,63973,Warning
Pump,49.32,11.08,1.49,9924,Healthy
Pump,87.72,6.84,0.56,43504,Healthy
Cooling System,39.08,7.68,1.13,81307,Warning
Reactor,406.85,45.21,0.0,162538,Warning
Storage Tank,74.89,1.91,0.0,164820,Warning
Instrumentation,45.53,15.31,0.0,37846,Healthy
Furnace,854.41,9.82,0.0,192471,Critical
Compressor,116.83,20.73,2.07,20744,Healthy
Boiler,173.16,92.93,0.0,148398,Warning
Pump,87.46,15.14,2.65,28787,Healthy
Compressor,102.4,26.2,2.06,61742,Healthy
Instrumentation,115.63,38.05,0.0,75963,Critical
Instrumentation,26.3,25.96,0.0,27813,Healthy
Furnace,779.74,3.48,0.0,163931,Warning
Turbine,175.33,37.27,3.44,96209,Warning
Cooling System,25.72,7.28,0.63,71781,Warning
Motor,67.32,0.0,1.29,22765,Healthy
Pump,50.71,16.76,0.73,27743,Healthy
Motor,35.71,0.0,1.78,36369,Healthy
Valve,186.27,40.58,0.0,131816,Warning
Distillation Column,338.92,7.63,0.0,224666,Critical
Instrumentation,70.08,26.39,0.0,11476,Healthy
Generator,73.01,0.0,1.01,33297,Healthy
Pump,107.57,23.79,1.9,119637,Critical
Cooling System,46.72,3.92,0.76,11137,Healthy
Cooling System,38.0,5.88,1.3,25761,Healthy
Instrumentation,106.99,18.1,0.0,59128,Warning
Heat Exchanger,166.35,20.57,0.0,17848,Healthy
Reactor,292.42,67.79,0.0,115973,Warning
Pump,112.72,21.56,0.62,130478,Critical
Generator,116.11,0.0,2.66,221263,Failure
Cooling System,17.76,6.13,1.23,38719,Healthy
Pipeline,133.63,39.66,0.0,86209,Healthy
Distillation Column,161.83,4.98,0.0,92728,Healthy
Heat Exchanger,183.15,6.58,0.0,27114,Healthy
Pipeline,63.1,43.59,0.0,29254,Healthy
Motor,48.53,0.0,2.09,10305,Healthy
Generator,59.64,0.0,1.83,92746,Warning
Generator,37.43,0.0,0.92,28636,Healthy
Valve,225.75,46.75,0.0,163929,Critical
Generator,80.34,0.0,0.69,58897,Healthy
Boiler,243.94,79.3,0.0,48265,Healthy
Compressor,124.73,15.94,2.2,39787,Healthy
Furnace,851.78,8.47,0.0,202854,Critical
Pump,71.37,7.67,1.53,34967,Healthy
Motor,104.45,0.0,3.11,132711,Failure
Heat Exchanger,159.71,11.48,0.0,32415,Healthy
Cooling System,16.32,3.25,1.65,82675,Warning
Cooling System,16.56,4.17,0.67,42855,Healthy
Cooling System,15.44,6.09,1.15,64216,Healthy
Instrumentation,110.69,37.64,0.0,86358,Critical
Pump,86.12,11.95,1.73,39950,Healthy
Cooling System,43.0,3.41,1.69,82931,Warning
Cooling System,45.15,2.41,0.61,51045,Healthy
Motor,64.64,0.0,1.06,22325,Healthy
Instrumentation,115.61,38.79,0.0,87830,Critical
Valve,262.9,53.47,0.0,233028,Failure
Pump,60.4,11.83,1.66,35680,Healthy
Valve,138.63,12.23,0.0,16447,Healthy
Motor,47.44,0.0,2.45,83343,Warning
Furnace,587.97,6.52,0.0,29502,Healthy
Turbine,197.61,72.55,0.84,43846,Healthy
Turbine,195.08,88.78,1.93,132620,Warning
Generator,78.0,0.0,0.51,64160,Healthy
Pipeline,153.05,13.28,0.0,196139,Warning
Motor,98.94,0.0,3.26,128568,Failure
Compressor,98.89,33.63,1.55,55099,Healthy
Motor,57.17,0.0,2.12,30219,Healthy
Valve,94.18,15.71,0.0,70738,Healthy
Distillation Column,127.98,2.78,0.0,46184,Healthy
Instrumentation,10.86,31.81,0.0,47497,Warning
Compressor,114.02,33.18,1.67,55535,Healthy
Furnace,428.53,4.54,0.0,61876,Healthy
Valve,64.84,17.04,0.0,19547,Healthy
Instrumentation,62.61,10.3,0.0,20237,Healthy
Turbine,313.87,89.25,2.8,124555,Warning
Turbine,455.2,99.7,4.25,201689,Failure
Heat Exchanger,91.88,20.45,0.0,63056,Healthy
Cooling System,36.31,7.85,0.76,89638,Warning
Turbine,354.42,34.69,2.46,13227,Healthy
Pipeline,73.55,21.37,0.0,111492,Healthy
Turbine,416.49,30.49,1.53,91789,Warning
Turbine,351.12,63.83,0.62,78429,Healthy
Heat Exchanger,240.32,26.63,0.0,184675,Critical
Pump,87.52,16.18,1.32,66105,Healthy
Distillation Column,315.53,3.21,0.0,122713,Warning
Generator,99.65,0.0,0.72,138732,Warning
Motor,77.38,0.0,0.95,56590,Warning
Cooling System,34.02,3.88,1.4,68508,Healthy
Turbine,475.61,105.01,4.35,217495,Failure
Boiler,226.85,32.52,0.0,33188,Healthy
Reactor,353.36,51.87,0.0,53000,Healthy
Storage Tank,46.87,0.13,0.0,98947,Healthy
Compressor,131.75,55.93,4.99,130498,Critical
Distillation Column,243.03,5.86,0.0,38229,Healthy
Pipeline,102.52,37.01,0.0,49564,Healthy
Motor,56.5,0.0,1.96,40918,Healthy
Turbine,303.15,87.76,2.68,112087,Warning
Pump,74.49,8.6,1.47,25476,Healthy
Reactor,422.4,77.68,0.0,176605,Critical
Distillation Column,371.51,8.51,0.0,258745,Failure
Pump,56.9,11.87,0.81,43833,Healthy
Furnace,305.87,2.73,0.0,31231,Healthy
Generator,60.93,0.0,1.54,19247,Healthy
Pipeline,74.5,24.75,0.0,75921,Healthy
Generator,75.63,0.0,0.84,36346,Healthy
Pump,63.69,8.82,2.65,26228,Healthy
Furnace,887.66,8.22,0.0,193864,Critical
Valve,91.96,30.71,0.0,85211,Healthy
Pipeline,76.52,5.01,0.0,15699,Healthy
Pump,45.54,12.21,2.18,32798,Healthy
Motor,95.67,0.0,3.04,149346,Failure
Boiler,313.56,61.03,0.0,108432,Warning
Pipeline,149.12,27.82,0.0,132082,Warning
Storage Tank,24.77,1.2,0.0,83335,Healthy
Generator,80.33,0.0,1.84,102096,Warning
Pump,80.03,9.31,0.83,47247,Healthy
Pipeline,150.2,43.5,0.0,185680,Warning
Furnace,440.66,2.4,0.0,20195,Healthy
Boiler,213.53,94.38,0.0,120533,Warning
Valve,117.64,7.0,0.0,45539,Healthy
Turbine,420.37,96.58,1.97,153288,Critical
Motor,70.31,0.0,1.44,35945,Healthy
Furnace,880.08,9.56,0.0,231989,Critical
Storage Tank,32.41,3.98,0.0,220366,Warning
Pump,58.45,11.57,1.03,31791,Healthy
Boiler,346.97,118.07,0.0,245620,Failure
Storage Tank,26.49,2.31,0.0,92466,Healthy
Heat Exchanger,139.41,8.34,0.0,58178,Healthy
Generator,117.99,0.0,2.71,239473,Failure
Pipeline,41.86,30.66,0.0,53942,Healthy
Heat Exchanger,126.04,18.25,0.0,86692,Healthy
Pipeline,82.85,24.27,0.0,24297,Healthy
Cooling System,18.63,6.53,0.71,66859,Healthy
Pump,118.66,25.3,4.72,200048,Failure
Compressor,72.39,31.94,3.16,12262,Healthy
Valve,250.4,52.67,0.0,215161,Failure
Boiler,255.22,46.6,0.0,98853,Healthy
Instrumentation,100.19,10.04,0.0,61134,Warning
Motor,80.97,0.0,1.34,71793,Warning
Compressor,83.44,52.7,4.22,118419,Critical
Pump,63.52,16.94,2.26,29978,Healthy
Pipeline,190.89,62.38,0.0,339923,Failure
Boiler,174.94,97.43,0.0,163150,Warning
Cooling System,25.46,4.89,1.03,44445,Healthy
Valve,68.11,32.49,0.0,49193,Healthy
Compressor,91.26,27.01,2.28,14552,Healthy
Valve,248.86,50.06,0.0,203621,Failure
Motor,72.23,0.0,1.92,23509,Healthy
Storage Tank,63.6,1.82,0.0,34160,Healthy
Cooling System,35.3,4.4,1.24,68415,Healthy
Instrumentation,46.8,0.44,0.0,22146,Healthy
Pump,82.53,11.75,1.65,66589,Healthy
Boiler,194.32,91.89,0.0,153448,Warning
Storage Tank,78.81,1.67,0.0,169313,Warning
Motor,44.99,0.0,1.44,25418,Healthy
Furnace,884.81,9.03,0.0,187779,Critical
Heat Exchanger,180.28,5.64,0.0,13373,Healthy
Turbine,167.8,60.64,1.56,49294,Healthy
Storage Tank,88.55,5.36,0.0,357079,Failure
Pipeline,61.78,12.37,0.0,97159,Healthy
Reactor,442.82,77.29,0.0,179963,Critical
Pump,83.63,11.22,3.33,82048,Warning
Compressor,127.81,38.77,1.95,13340,Healthy
Motor,42.18,0.0,0.6,32364,Healthy
Generator,70.91,0.0,0.59,36576,Healthy
Pipeline,133.26,34.12,0.0,113727,Healthy
Cooling System,61.76,10.02,2.06,198131,Failure
Pump,54.75,10.87,1.42,66890,Healthy
Motor,35.15,0.0,1.64,18395,Healthy
Distillation Column,145.79,3.13,0.0,69355,Healthy
Furnace,660.49,5.99,0.0,72584,Healthy
Reactor,430.26,74.09,0.0,225252,Critical
Motor,40.18,0.0,0.85,12838,Healthy
Storage Tank,27.01,0.4,0.0,71584,Healthy
Pipeline,52.41,28.36,0.0,33817,Healthy
Turbine,307.41,31.32,2.21,43194,Healthy
Reactor,400.02,58.19,0.0,163800,Warning
Boiler,338.38,112.06,0.0,177366,Critical
Generator,42.14,0.0,1.68,25107,Healthy
Furnace,851.93,9.28,0.0,173443,Critical
Valve,169.94,25.27,0.0,65055,Healthy
Heat Exchanger,87.21,17.15,0.0,69698,Healthy
Distillation Column,356.38,8.0,0.0,290497,Failure
Generator,58.62,0.0,1.53,19775,Healthy
Turbine,270.13,83.19,1.38,121051,Warning
Turbine,182.4,64.81,1.42,22724,Healthy
Reactor,265.52,38.77,0.0,37319,Healthy
Generator,76.4,0.0,0.96,30137,Healthy
Distillation Column,251.57,3.08,0.0,14781,Healthy
Distillation Column,137.36,1.99,0.0,56590,Healthy
Instrumentation,85.02,33.0,0.0,50759,Warning
Valve,80.06,32.3,0.0,33846,Healthy
Boiler,250.79,58.31,0.0,64565,Healthy
Motor,100.87,0.0,3.25,135495,Failure
Valve,137.85,16.18,0.0,28476,Healthy
Compressor,109.89,38.16,1.58,51399,Healthy
Motor,49.47,0.0,0.67,15602,Healthy
Heat Exchanger,226.79,27.39,0.0,167163,Critical
Distillation Column,223.95,5.73,0.0,69973,Healthy
Valve,75.17,12.52,0.0,53169,Healthy
Furnace,386.9,1.73,0.0,17199,Healthy
Boiler,160.75,53.16,0.0,91963,Healthy
Distillation Column,162.42,5.27,0.0,61140,Healthy
Motor,58.41,0.0,0.7,26396,Healthy
Cooling System,51.75,3.99,1.48,73062,Warning
Instrumentation,15.07,17.54,0.0,29892,Healthy
